
📺央视频道,#genre#
吃米滴虫,http://129.150.54.232:10001/douyu/315457
欧美大片,http://129.150.54.232:10001/douyu/2793084
译制国语,http://129.150.54.232:10001/douyu/2436390
粤语电影1,http://129.150.54.232:10001/douyu/5033502
粤语电影2,http://129.150.54.232:10001/douyu/1226741
恐怖电影3,http://129.150.54.232:10001/douyu/310926
特辑电影,http://129.150.54.232:10001/douyu/3637778
爱情公寓,http://129.150.54.232:10001/douyu/7495810
爱情公寓,http://129.150.54.232:10001/douyu/6863367
可乐影视,http://129.150.54.232:10001/douyu/20415
凌儿影院,http://129.150.54.232:10001/douyu/1377142
橙记港剧,http://129.150.54.232:10001/douyu/4549169
经典影视,http://129.150.54.232:10001/douyu/6091425
冰冰影院,http://129.150.54.232:10001/douyu/74374
刀刀影院,http://129.150.54.232:10001/douyu/747764
奶虫影院,http://129.150.54.232:10001/douyu/263824
怡宝影视,http://129.150.54.232:10001/douyu/434971
悍匪重案,http://129.150.54.232:10001/douyu/922564
金庸经典,http://129.150.54.232:10001/douyu/9285904
西游续集,http://129.150.54.232:10001/douyu/3113309
八六西游,http://129.150.54.232:10001/douyu/3700024
挖沟连长,http://129.150.54.232:10001/douyu/8413092
许三多场,http://129.150.54.232:10001/douyu/10348728
网神影视,http://129.150.54.232:10001/douyu/508118
天使点播,http://129.150.54.232:10001/douyu/7623292
惊怂影视,http://129.150.54.232:10001/douyu/7882691
日语电视,http://129.150.54.232:10001/douyu/1218414
老秦说剧,http://129.150.54.232:10001/douyu/9650131
老蔡解说,http://129.150.54.232:10001/douyu/8869614
长片短解,http://129.150.54.232:10001/douyu/9410946
宇哥解说,http://129.150.54.232:10001/douyu/8651489
夜魔人老王,http://129.150.54.232:10001/douyu/610972
百晓生说剧,http://129.150.54.232:10001/douyu/9649681
百晓生解说,http://129.150.54.232:10001/douyu/9653063
小司马说剧,http://129.150.54.232:10001/douyu/4808115
小司马解说,http://129.150.54.232:10001/douyu/9660127
星君说电影,http://129.150.54.232:10001/douyu/8014467
刘哔讲电影,http://129.150.54.232:10001/douyu/2632223
牛叔说电影,http://129.150.54.232:10001/douyu/2758565
侃片大师兄,http://129.150.54.232:10001/douyu/9338839
电影最TOP,http://129.150.54.232:10001/douyu/2164691
电影迷小雅,http://129.150.54.232:10001/douyu/9639225
指缝里看片,http://129.150.54.232:10001/douyu/9647834
1900影剧室,http://129.150.54.232:10001/douyu/7796193
刘老师说电影,http://129.150.54.232:10001/douyu/8317926
来呀官人解说,http://129.150.54.232:10001/douyu/9986305
科幻Fans布玛,http://129.150.54.232:10001/douyu/3508304
小片片说大片,http://129.150.54.232:10001/douyu/4258555
小片片说大片,http://129.150.54.232:10001/douyu/10011547
牛叔说剧悬疑,http://129.150.54.232:10001/douyu/10010651
火龙果解说,http://129.150.54.232:10001/douyu/9559158
口音重的解说,http://129.150.54.232:10001/douyu/9734098
篮球人物,http://129.150.54.232:10001/douyu/8434598
说评篮球球员,http://129.150.54.232:10001/douyu/9367541
虫哥说电影,http://129.150.54.232:10001/douyu/8915074
吐槽辣眼雷剧,http://129.150.54.232:10001/douyu/9026377
特色话-文西,http://129.150.54.232:10001/douyu/8737695
神配音-经典搞笑,http://129.150.54.232:10001/douyu/2040822
段子-小小天才,http://129.150.54.232:10001/douyu/9419678
中二日记,http://129.150.54.232:10001/douyu/9505575
奇葩果仁,http://129.150.54.232:10001/douyu/8850453
鬼兄奇谈,http://129.150.54.232:10001/douyu/8722254
史君说剧,http://129.150.54.232:10001/douyu/9419771
漫威君集合,http://129.150.54.232:10001/douyu/1713615
代娱说美剧,http://129.150.54.232:10001/douyu/9123570
解说爆笑,http://129.150.54.232:10001/douyu/2660125
老邪说电影,http://129.150.54.232:10001/douyu/9222870
老烟斗鬼故事,http://129.150.54.232:10001/douyu/2337939
解说吸奇侠,http://129.150.54.232:10001/douyu/8986636
解说古今中外犯罪录,http://129.150.54.232:10001/douyu/9171887
尉迟杰影评,http://129.150.54.232:10001/douyu/8850682
解说奥雷卡尔克斯,http://129.150.54.232:10001/douyu/1224356
解说-3说电影,http://129.150.54.232:10001/douyu/9643264
宇宙探索飞船,http://129.150.54.232:10001/douyu/9456028
悬疑-惊悚乐园,http://129.150.54.232:10001/douyu/9075333
解说-国产推理,http://129.150.54.232:10001/douyu/8741860
解说-悬疑电影,http://129.150.54.232:10001/douyu/9601429
解说-梁山好汉,http://129.150.54.232:10001/douyu/3472959
小涛讲电影,http://129.150.54.232:10001/douyu/8415464
一目十影,http://129.150.54.232:10001/douyu/3643605
悬疑影视合集,http://129.150.54.232:10001/douyu/5354713
骑毛驴的八戒,http://129.150.54.232:10001/douyu/1979257
老王忆经典,http://129.150.54.232:10001/douyu/9687733
解说-经典武侠,http://129.150.54.232:10001/douyu/9649701
史君观影-国产刑侦,http://129.150.54.232:10001/douyu/9644669
谁语Whospeak,http://129.150.54.232:10001/douyu/8705754
有部电影儿说剧,http://129.150.54.232:10001/douyu/9736479
鱼叔荐好片,http://129.150.54.232:10001/douyu/2413555
悬疑-侦探宇宙,http://129.150.54.232:10001/douyu/8788687
科学放映室,http://129.150.54.232:10001/douyu/9439712
大蓝雀-神剧爆笑,http://129.150.54.232:10001/douyu/8656759
郭云神奇的神奇解说,http://129.150.54.232:10001/douyu/8694831
史剧解说-洪武大案,http://129.150.54.232:10001/douyu/297689
说片将军侃片,http://129.150.54.232:10001/douyu/8529736
解说-困困,http://129.150.54.232:10001/douyu/8795274
逗米说电影,http://129.150.54.232:10001/douyu/421222
邸生讲解经典,http://129.150.54.232:10001/douyu/9665298
皮皮看动漫,http://129.150.54.232:10001/douyu/9837291
开心锤动漫,http://129.150.54.232:10001/douyu/9018297
拳叔二次元,http://129.150.54.232:10001/douyu/9484105
洗碗君说动画,http://129.150.54.232:10001/douyu/9446706
周扒片深度,http://129.150.54.232:10001/douyu/6434857
小淘气说动漫,http://129.150.54.232:10001/douyu/9527700
说动漫,http://129.150.54.232:10001/douyu/9641152
日漫经典,http://129.150.54.232:10001/douyu/1174353
日语动画,http://129.150.54.232:10001/douyu/7256376
动画原创,http://129.150.54.232:10001/douyu/9312460
海绵宝宝,http://129.150.54.232:10001/douyu/7528160
国译动画,http://129.150.54.232:10001/douyu/2287949
MV点歌,http://129.150.54.232:10001/douyu/3870925
MV音乐2,http://129.150.54.232:10001/douyu/3186217
彼岸零可,http://129.150.54.232:10001/douyu/40471
女团韩语,http://129.150.54.232:10001/douyu/329667
万合出品,http://129.150.54.232:10001/douyu/9220456
地道赶海,http://129.150.54.232:10001/douyu/1109218
韩美食家,http://129.150.54.232:10001/douyu/260322
听书故事,http://129.150.54.232:10001/douyu/7422897
YY轮播,#genre#,DE=1#SC=0#HEADERS={"User-Agent":"okHttp/Mod-1.4.0.0"}
狄仁杰,http://129.150.54.232:10001/yy/1353753252
经典抗战剧,http://129.150.54.232:10001/yy/1354806550
闯关东,http://129.150.54.232:10001/yy/1354689861
跨过鸭绿江,http://129.150.54.232:10001/yy/1354518622
斗罗斗破,http://129.150.54.232:10001/yy/1458722520
僵尸电影,http://129.150.54.232:10001/yy/1382780025
经典武侠,http://129.150.54.232:10001/yy/74613175
十八动漫,http://129.150.54.232:10001/yy/1354076248
24小时陪你看,http://129.150.54.232:10001/yy/1331686180
火凤凰,http://129.150.54.232:10001/yy/1463088777
精彩动漫,http://129.150.54.232:10001/yy/1420843376
甜心剧场,http://129.150.54.232:10001/yy/1454732419
开心果剧场,http://129.150.54.232:10001/yy/1457622044
新三国,http://129.150.54.232:10001/yy/1382851415
父母的爱情,http://129.150.54.232:10001/yy/1382768483
鹿鼎记,http://129.150.54.232:10001/yy/1460463356
盗暮鬼怪,http://129.150.54.232:10001/yy/1382749525
国漫动漫,http://129.150.54.232:10001/yy/1354768828
惊悚港片,http://129.150.54.232:10001/yy/1355497884
欢乐集结号,http://129.150.54.232:10001/yy/1382741642
雪儿剧场,http://129.150.54.232:10001/yy/1354143938
神探狄仁杰,http://129.150.54.232:10001/yy/1382705592
喜剧武侠,http://129.150.54.232:10001/yy/29945997
经典港片,http://129.150.54.232:10001/yy/23531261
港片电影,http://129.150.54.232:10001/yy/33897188
电视剧,http://129.150.54.232:10001/yy/1453810838
玄幻电影,http://129.150.54.232:10001/yy/1455460998
林正英,http://129.150.54.232:10001/yy/1460889796
鬼片,http://129.150.54.232:10001/yy/1354952229
隋唐英雄传,http://129.150.54.232:10001/yy/1355102749
雪中悍刀行,http://129.150.54.232:10001/yy/1382660835
经典动漫,http://129.150.54.232:10001/yy/24180320
流行古装,http://129.150.54.232:10001/yy/1354936134
私家影院,http://129.150.54.232:10001/yy/1354209316
刑事侦缉,http://129.150.54.232:10001/yy/1382851585
埋堆堆,http://129.150.54.232:10001/yy/1382736845
回忆经典,http://129.150.54.232:10001/yy/1356306672
经典好剧,http://129.150.54.232:10001/yy/1354555195
惊悚，恐怖,http://129.150.54.232:10001/yy/67857780
玄幻道墓,http://129.150.54.232:10001/yy/1459714870
科幻电影,http://129.150.54.232:10001/yy/1355065896
僵尸合集,http://129.150.54.232:10001/yy/1453996620
黄金瞳,http://129.150.54.232:10001/yy/1353215589
经典好剧,http://129.150.54.232:10001/yy/1354744544
古装武侠,http://129.150.54.232:10001/yy/1382881708
生存大战,http://129.150.54.232:10001/yy/1414864186
唐朝诡事录,http://129.150.54.232:10001/yy/1353913646
穿越剧经典,http://129.150.54.232:10001/yy/1382851591
绝版鬼片,http://129.150.54.232:10001/yy/1356245009
港片枪战,http://129.150.54.232:10001/yy/1355076627
经典电视剧,http://129.150.54.232:10001/yy/25444932
战狼10086,http://129.150.54.232:10001/yy/1382773686
康熙王朝,http://129.150.54.232:10001/yy/1382851583
亲爱的热爱的,http://129.150.54.232:10001/yy/1354932433
《石敢当》,http://129.150.54.232:10001/yy/1394156613
大侦探霍桑,http://129.150.54.232:10001/yy/1382737886
老卓电影,http://129.150.54.232:10001/yy/1354770516
电视剧电影,http://129.150.54.232:10001/yy/1355166518
电影,http://129.150.54.232:10001/yy/37454459
一剑开天门,http://129.150.54.232:10001/yy/34313906
经典电影,http://129.150.54.232:10001/yy/1356363815
飞虎之雷霆极战,http://129.150.54.232:10001/yy/1382736869
宝莲灯前传,http://129.150.54.232:10001/yy/1354931631
农家小菜,http://129.150.54.232:10001/yy/1382736894
以家人之名,http://129.150.54.232:10001/yy/1382736908
小宝乐翻天,http://129.150.54.232:10001/yy/1354930971
超炫科幻大片,http://129.150.54.232:10001/yy/1382736840
田园生活,http://129.150.54.232:10001/yy/1382736898
宫心计,http://129.150.54.232:10001/yy/1354933540
二号交通站,http://129.150.54.232:10001/yy/1354930965
原始人大挑战,http://129.150.54.232:10001/yy/1382736884
黄大妮-电视剧,http://129.150.54.232:10001/yy/1354930904
欢乐集结号,http://129.150.54.232:10001/yy/1354931582
宫心计,http://129.150.54.232:10001/yy/1382828769
妖神记,http://129.150.54.232:10001/yy/1382745171
新世界,http://129.150.54.232:10001/yy/1382736850
憨豆先生,http://129.150.54.232:10001/yy/1354936239
粟裕影视,http://129.150.54.232:10001/yy/1354926542
一笑倾城,http://129.150.54.232:10001/yy/1382735553
哑巴竟然会说话,http://129.150.54.232:10001/yy/1354932427
励志人生,http://129.150.54.232:10001/yy/1354658062
征服,http://129.150.54.232:10001/yy/1461655788
经典战争片,http://129.150.54.232:10001/yy/1354931488
动作电影,http://129.150.54.232:10001/yy/1382736809
岳云鹏,http://129.150.54.232:10001/yy/1354926612
鬼片电影,http://129.150.54.232:10001/yy/1455891197
欢乐集结号3,http://129.150.54.232:10001/yy/1382736822
宫锁珠帘,http://129.150.54.232:10001/yy/1354926666
高分影视,http://129.150.54.232:10001/yy/1382736797
请回答1988,http://129.150.54.232:10001/yy/1354932362
欢乐集结号,http://129.150.54.232:10001/yy/1382735558
24小时电视剧,http://129.150.54.232:10001/yy/53320802
魔幻手机,http://129.150.54.232:10001/yy/1382851541
最美的青春,http://129.150.54.232:10001/yy/1382851530
综艺,http://129.150.54.232:10001/yy/1354932379
甜甜的恋爱 ,http://129.150.54.232:10001/yy/1354932438
来自星星的你,http://129.150.54.232:10001/yy/1354930976
穿越时空的爱恋,http://129.150.54.232:10001/yy/1382735567
超燃警匪片,http://129.150.54.232:10001/yy/1382735576
金星脱口秀,http://129.150.54.232:10001/yy/1382749951
转角遇到爱,http://129.150.54.232:10001/yy/1382745085
黄土高天,http://129.150.54.232:10001/yy/1414864180
迷糊不迷糊,http://129.150.54.232:10001/yy/1461931969
超英集结,http://129.150.54.232:10001/yy/1382745091
国外动作大片,http://129.150.54.232:10001/yy/1382735540
TVB收视爆剧,http://129.150.54.232:10001/yy/1382736916
俺娘田小草,http://129.150.54.232:10001/yy/1382741638
欢乐集结号2,http://129.150.54.232:10001/yy/1354930919
流金岁月,http://129.150.54.232:10001/yy/1382736891
秦皇汉帝的传奇,http://129.150.54.232:10001/yy/1354936228
真心想让你幸福,http://129.150.54.232:10001/yy/1382736876
经典搞笑影片,http://129.150.54.232:10001/yy/1382749878
国外高分大片,http://129.150.54.232:10001/yy/1382736867
仙侠古装,http://129.150.54.232:10001/yy/1452527211
国内动作大片,http://129.150.54.232:10001/yy/1382745176
外国电影合集,http://129.150.54.232:10001/yy/1354889019
谈判专家,http://129.150.54.232:10001/yy/1382735560
国外科幻巨作,http://129.150.54.232:10001/yy/1382736815
本山快乐营,http://129.150.54.232:10001/yy/1382736852
非诚勿扰,http://129.150.54.232:10001/yy/1382745106
朱元璋,http://129.150.54.232:10001/yy/1354936149
探秘中华美食,http://129.150.54.232:10001/yy/1354930954
国外动作片,http://129.150.54.232:10001/yy/1354936124
巾帼枭雄,http://129.150.54.232:10001/yy/1382736859
蝙蝠侠大战超人,http://129.150.54.232:10001/yy/1354932441
蜘蛛侠1,http://129.150.54.232:10001/yy/1382749940
谍战片,http://129.150.54.232:10001/yy/1382736817
法证先锋Ⅳ,http://129.150.54.232:10001/yy/1354932426
温柔好声音,http://129.150.54.232:10001/yy/1349538007
许光汉,http://129.150.54.232:10001/yy/1354926671
寻秦记,http://129.150.54.232:10001/yy/1354658048
能耐大了第1季,http://129.150.54.232:10001/yy/1354930195
惊险刺激,http://129.150.54.232:10001/yy/1382745189
金庸经典,http://129.150.54.232:10001/yy/1354889042
万里走单骑,http://129.150.54.232:10001/yy/1382736853
经典电影,http://129.150.54.232:10001/yy/1461666695
国内动作电影,http://129.150.54.232:10001/yy/1382745175
飞虎之潜行极战,http://129.150.54.232:10001/yy/1354932420
韩剧,http://129.150.54.232:10001/yy/1382749902
小生物的故事,http://129.150.54.232:10001/yy/1382736834
我的父亲我的兵,http://129.150.54.232:10001/yy/1353413714
高分港剧合集,http://129.150.54.232:10001/yy/1382735542
影视,http://129.150.54.232:10001/yy/1353454489
欢乐集结号58-70,http://129.150.54.232:10001/yy/1382745119
本山快乐营,http://129.150.54.232:10001/yy/1354933529
神厨小福贵,http://129.150.54.232:10001/yy/1382736860
苦乐村官,http://129.150.54.232:10001/yy/1382736864
暴走财神,http://129.150.54.232:10001/yy/1354936238
一起来笑吧,http://129.150.54.232:10001/yy/1454859415
战火芭蕾,http://129.150.54.232:10001/yy/1354930984
大唐双龙传,http://129.150.54.232:10001/yy/1354930979
如沐春风,http://129.150.54.232:10001/yy/1382736810
烧脑悬疑电影,http://129.150.54.232:10001/yy/1382735571
欢乐集结号4,http://129.150.54.232:10001/yy/1382736889
无敌县令,http://129.150.54.232:10001/yy/1354932390
燃爆武侠魂,http://129.150.54.232:10001/yy/1382736841
国内动作大片,http://129.150.54.232:10001/yy/1382749917
远去的飞鹰,http://129.150.54.232:10001/yy/1354930912
学生兵,http://129.150.54.232:10001/yy/1354658003
金星脱口秀,http://129.150.54.232:10001/yy/1382736799
小鱼干,http://129.150.54.232:10001/yy/1382736816
来看修牛蹄,http://129.150.54.232:10001/yy/1382749887
当旺爸爸-港剧,http://129.150.54.232:10001/yy/1354936208
纪录片,http://129.150.54.232:10001/yy/1354930927
未解之谜,http://129.150.54.232:10001/yy/1382736912
北京爱情故事,http://129.150.54.232:10001/yy/1382744423
最佳损友,http://129.150.54.232:10001/yy/1382736917
治愈心灵,http://129.150.54.232:10001/yy/1382745090
抗日大片,http://129.150.54.232:10001/yy/1354936229
动作电影,http://129.150.54.232:10001/yy/1382736823
国内科幻片,http://129.150.54.232:10001/yy/1354930821
缺宅男女,http://129.150.54.232:10001/yy/1354930937
弹珠传说,http://129.150.54.232:10001/yy/1354930945
暮光之城,http://129.150.54.232:10001/yy/1382745179
尖峰时刻,http://129.150.54.232:10001/yy/1354658051
机动步队,http://129.150.54.232:10001/yy/1354932371
战争片,http://129.150.54.232:10001/yy/1382735627
铁娘子,http://129.150.54.232:10001/yy/1382736819
妖猫传,http://129.150.54.232:10001/yy/1382736820
青春不留,http://129.150.54.232:10001/yy/1382736895
国家自然纪录片,http://129.150.54.232:10001/yy/1382736913
风味原产地,http://129.150.54.232:10001/yy/1382745178
搞笑忘年恋,http://129.150.54.232:10001/yy/1354932391
怪医文三块,http://129.150.54.232:10001/yy/1354936154
潜行者,http://129.150.54.232:10001/yy/1382749888
甜蜜青春,http://129.150.54.232:10001/yy/1382736874
维和女警,http://129.150.54.232:10001/yy/1382749912
丁大命,http://129.150.54.232:10001/yy/1382735579
港剧经典,http://129.150.54.232:10001/yy/1382736715
迷,http://129.150.54.232:10001/yy/1382736719
付航脱口秀,http://129.150.54.232:10001/yy/1382851602
蜗牛与黄鹂鸟,http://129.150.54.232:10001/yy/1382851148
海外战争,http://129.150.54.232:10001/yy/1382741640
百家讲坛,http://129.150.54.232:10001/yy/1382741639
赵本山小品2,http://129.150.54.232:10001/yy/1354936217
爱丽丝梦游仙境,http://129.150.54.232:10001/yy/1382735559
花中风暴,http://129.150.54.232:10001/yy/1354936116
篮球的梦想,http://129.150.54.232:10001/yy/1354930894
西游之双圣战神,http://129.150.54.232:10001/yy/1354936199
美食与文化,http://129.150.54.232:10001/yy/1382851137
惊悚动作大片,http://129.150.54.232:10001/yy/1382745110
当怪物来敲门,http://129.150.54.232:10001/yy/1382749910
Lisa丽莎,http://129.150.54.232:10001/yy/1382736807
YY用户,http://129.150.54.232:10001/yy/85042287
欢乐集结号,http://129.150.54.232:10001/yy/1382749913
陪你一起看好剧,http://129.150.54.232:10001/yy/1354932359
蒸发太平洋,http://129.150.54.232:10001/yy/1382736825
欢喜邻居,http://129.150.54.232:10001/yy/1354933556
野性欧洲,http://129.150.54.232:10001/yy/1354926622
本山快乐营2,http://129.150.54.232:10001/yy/1382736718
精彩科幻片,http://129.150.54.232:10001/yy/1382736723
奇趣动物园,http://129.150.54.232:10001/yy/1382735545
超时空同居,http://129.150.54.232:10001/yy/1382735561
女医明妃传,http://129.150.54.232:10001/yy/1382736861
欢乐时光,http://129.150.54.232:10001/yy/1382736872
都市佳人,http://129.150.54.232:10001/yy/1382736865
喜剧追梦人,http://129.150.54.232:10001/yy/1382736887
我的野蛮女友,http://129.150.54.232:10001/yy/1382749911
国内战争片,http://129.150.54.232:10001/yy/1382745124
时空救援队,http://129.150.54.232:10001/yy/1354932365
拳职妈妈,http://129.150.54.232:10001/yy/1354936170
老人与海,http://129.150.54.232:10001/yy/1354936195
血战狙击岭,http://129.150.54.232:10001/yy/1354936136
神偷大师,http://129.150.54.232:10001/yy/1382745122
爆笑小品,http://129.150.54.232:10001/yy/1354936214
一条狗的使命,http://129.150.54.232:10001/yy/1382736873
笑嗷喜剧人,http://129.150.54.232:10001/yy/1382736844
云享健康,http://129.150.54.232:10001/yy/1382736896
港片,http://223.166.248.207:1024/yy/1459801818
灌篮高手,http://jiaojirentv.top/2020/yy.php?id=1351417866
燕双鹰1,http://jiaojirentv.top/2020/yy.php?id=1352227153
YY连续剧,http://jiaojirentv.top/2020/yy.php?id=1352227227
玲宝陪你看,http://jiaojirentv.top/2020/yy.php?id=1353215589
西游记后传,http://jiaojirentv.top/2020/yy.php?id=1353392400
雪儿动漫,http://jiaojirentv.top/2020/yy.php?id=1354143938
燕双鹰,http://jiaojirentv.top/2020/yy.php?id=1354143942
电影,http://jiaojirentv.top/2020/yy.php?id=1354517447
学生兵,http://jiaojirentv.top/2020/yy.php?id=1354658003
王牌逗王牌,http://jiaojirentv.top/2020/yy.php?id=1354658048
中年计划,http://jiaojirentv.top/2020/yy.php?id=1354658051
嫦娥,http://jiaojirentv.top/2020/yy.php?id=1354658064
经典电影,http://jiaojirentv.top/2020/yy.php?id=1354690927
怒海潜沙,http://jiaojirentv.top/2020/yy.php?id=1354744544
斗罗斗破,http://jiaojirentv.top/2020/yy.php?id=1354768828
风吹半夏,http://jiaojirentv.top/2020/yy.php?id=1354806550
动作大片,http://jiaojirentv.top/2020/yy.php?id=1354888739
吐槽大会,http://jiaojirentv.top/2020/yy.php?id=1354889009
翡翠凤凰,http://jiaojirentv.top/2020/yy.php?id=1354926666
能耐大了第1季,http://jiaojirentv.top/2020/yy.php?id=1354930195
黄大妮,http://jiaojirentv.top/2020/yy.php?id=1354930904
德云社演技爆棚,http://jiaojirentv.top/2020/yy.php?id=1354930915
欢乐一起看,http://jiaojirentv.top/2020/yy.php?id=1354930926
探秘中华美食,http://jiaojirentv.top/2020/yy.php?id=1354930954
小宝让你乐翻天,http://jiaojirentv.top/2020/yy.php?id=1354930971
大唐双龙传,http://jiaojirentv.top/2020/yy.php?id=1354930979
花儿开心吧,http://jiaojirentv.top/2020/yy.php?id=1354930984
德鲁纳酒店,http://jiaojirentv.top/2020/yy.php?id=1354931488
临界婚姻,http://jiaojirentv.top/2020/yy.php?id=1354932365
机动步队,http://jiaojirentv.top/2020/yy.php?id=1354932371
闲暇观看综艺,http://jiaojirentv.top/2020/yy.php?id=1354932379
吾儿可教,http://jiaojirentv.top/2020/yy.php?id=1354932391
国内动作1,http://129.150.54.232:10001/yy/1382745176
国内动作2,http://129.150.54.232:10001/yy/1382735561
动作电影3,http://129.150.54.232:10001/yy/1354936168
动作大片4,http://129.150.54.232:10001/yy/1354930887
国内动作5,http://129.150.54.232:10001/yy/1382749917
电影05,http://129.150.54.232:10001/yy/1354888739
电影06,http://129.150.54.232:10001/yy/1382749940
国产动作电影,http://129.150.54.232:10001/yy/1382736858
国内科幻电影,http://129.150.54.232:10001/yy/1354932444
国产大片电影,http://129.150.54.232:10001/yy/1354926655
游戏直播,#genre#,DE=3,DE=1#SC=0
「B站」CS 2,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/bilibili.js?id=21622811
「B站」英雄联盟,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/bilibili.js?id=6
「虎牙」英雄联盟 𝟙,http://129.150.54.232:10001/huya/660000
「虎牙」英雄联盟 𝟚,http://129.150.54.232:10001/huya/660001
「斗鱼」英雄联盟 𝟙,http://129.150.54.232:10001/douyu/288016
「斗鱼」英雄联盟 𝟚,http://129.150.54.232:10001/douyu/424559
「B站」英雄联盟•手游,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/bilibili.js?id=23138275
「B站」王者荣耀 𝟙,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/bilibili.js?id=55
「B站」王者荣耀 𝟚,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/bilibili.js?id=21654762
「虎牙」王者荣耀 𝟙,http://129.150.54.232:10001/huya/660002
「虎牙」王者荣耀 𝟚,http://129.150.54.232:10001/huya/660164
「斗鱼」王者荣耀 𝟙,http://129.150.54.232:10001/douyu/1863767
「斗鱼」王者荣耀 𝟚,http://129.150.54.232:10001/douyu/1984839
「B站」绝地求生,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/bilibili.js?id=98
「虎牙」绝地求生 𝟙,http://129.150.54.232:10001/huya/660004
「虎牙」绝地求生 𝟚,http://129.150.54.232:10001/huya/660005
「斗鱼」绝地求生,http://129.150.54.232:10001/douyu/100
「虎牙」和平精英,http://129.150.54.232:10001/huya/660006
「斗鱼」和平精英,http://129.150.54.232:10001/douyu/999
「虎牙」金铲铲之战,http://129.150.54.232:10001/huya/660579
「斗鱼」金铲铲之战,http://129.150.54.232:10001/douyu/9715241
「虎牙」DOTA2,http://129.150.54.232:10001/huya/660118
「斗鱼」DOTA2,http://129.150.54.232:10001/douyu/3811559
「斗鱼」云顶之弈,http://129.150.54.232:10001/douyu/522423
「虎牙」永劫无间,http://129.150.54.232:10001/huya/660115
「斗鱼」永劫无间,http://129.150.54.232:10001/huya/9662891
「B站」使命召唤•手游,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/bilibili.js?id=22741849
「虎牙」使命召唤•手游,http://129.150.54.232:10001/huya/11718629
「斗鱼」使命召唤•手游,http://129.150.54.232:10001/douyu/9223245
「虎牙」穿越火线,http://129.150.54.232:10001/huya/660101
「斗鱼」穿越火线 𝟙,http://129.150.54.232:10001/douyu/605964
「斗鱼」穿越火线 𝟚,http://129.150.54.232:10001/douyu/5388537
「虎牙」穿越火线•手游,http://129.150.54.232:10001/huya/660102
「B站」第五人格,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/bilibili.js?id=5555
「虎牙」第五人格,http://129.150.54.232:10001/huya/idvesports
「斗鱼」第五人格 ,http://129.150.54.232:10001/douyu/3226194
「虎牙」逆战,http://129.150.54.232:10001/huya/nsl2021
「B站」无畏契约 ,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/bilibili.js?id=22908869
「虎牙」无畏契约 ,http://129.150.54.232:10001/huya/660679
「斗鱼」无畏契约 ,http://129.150.54.232:10001/douyu/4585645
「斗鱼」原神,http://129.150.54.232:10001/douyu/10853239
「B站」QQ飞车•手游,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/bilibili.js?id=21743919
「斗鱼」QQ飞车•手游,http://129.150.54.232:10001/douyu/5040227
「斗鱼」梦幻西游·手游,http://129.150.54.232:10001/huya/9163712
「斗鱼」街霸,http://129.150.54.232:10001/huya/11437
「B站」JJ斗地主,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/bilibili.js?id=22021983
「斗鱼」JJ斗地主,http://129.150.54.232:10001/douyu/488743
「斗鱼」我的世界,http://129.150.54.232:10001/douyu/738878
「斗鱼」FIFA,http://129.150.54.232:10001/douyu/7692166
「斗鱼」火影忍者,http://129.150.54.232:10001/douyu/1997723
「斗鱼」跑跑卡丁车,http://129.150.54.232:10001/douyu/7722576
「斗鱼」跑跑卡丁车•手游,http://129.150.54.232:10001/douyu/6672862
佛光普照,#genre#
唯心佛教台,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
唯心佛教台,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
大爱一台,http://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台,http://pulltv1.wanfudaluye.com/live/tv2.m3u8
华藏卫视（净空老法师）,https://sg1.amtb.de/liveedge/_definst_/smil:livetv.smil/chunklist_w1071093527_b828000.m3u8
三時繫念法會,https://sg1.amtb.de/liveedge/_definst_/smil:sanshi_720p.smil/chunklist_w156722507_b828000.m3u8
网络念佛堂,https://sg1.amtb.de/liveedge/_definst_/smil:amtb.smil/chunklist_w1128537717_b428000.m3u8
北京,#genre#,DE=1
北京卫视,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/bjtime.js?id=bjws
北京文艺,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/bjtime.js?id=bjwy
北京纪实,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/bjtime.js?id=bjjs
北京新闻,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/bjtime.js?id=bjxw
